-0.019512,0.028846
-0.0029389,-0.010253
-0.024791,0.015711
-0.0056796,-0.0021905
0.036104,-0.026552
0.031098,-0.0065508
-0.011105,-0.030745
0.020268,-0.059093
-0.0093482,-0.024755
0.022407,-0.010674
0.0020555,0.013504
0.097741,0.035604
0.0005989,-0.027103
-0.010936,-0.0197
0.0010283,-0.0017562
0.0047277,-0.016166
0.0090897,-0.0035221
-0.010067,-0.0064055
0.0031656,-0.0075777
0.00022905,0.0042499
-0.0073678,0.0011425
-0.023468,0.004602
0.0057814,0.016854
0.076162,0.013566
-0.0052041,0.014411
0.010771,0.0042541
-0.032365,-0.017119
0.1295,-0.012954
0.0038277,-0.0073019
0.023321,-0.0024653
0.0040514,-0.0049623
-0.011652,-0.0087151
0.0043303,-0.005194
-0.0029205,-0.0056595
-0.00080424,-0.0036819
0.013182,0.0076315
-0.052363,0.02686
-0.012203,-0.0069403
-3.99e-05,0.037627
0.0026348,0.0023923
-0.010672,0.0050544
0.0029783,0.013148
0.0062239,0.002973
-0.00026526,-0.00040917
-0.0052541,-0.0019162
0.010195,-0.015538
-0.0012679,0.0063455
0.00090361,-0.016037
0.0090077,-0.0095828
0.0030381,0.0091313
0.00030209,-0.010322
-0.011891,-0.00042061
0.0087864,-0.011654
-0.096035,0.023391
0.0021098,-0.0011365
0.001254,-0.0071168
-0.00058127,0.0034566
-0.076957,0.0055094
0.01702,0.0050425
0.0014854,-0.039125
-0.018848,0.0051636
0.0069047,-0.0010517
-0.025105,-0.016548
-0.010756,-0.019474
0.0032886,0.032142
-0.013058,-0.025113
0.0054597,0.0097281
-0.0020616,-0.023672
0.058941,0.015947
0.0010652,-0.04745
-0.016306,-0.0071904
0.010502,-0.0044695
0.010901,0.031598
-0.015825,0.00074083
-0.049308,0.018719
-0.0072437,-0.001361
-0.0074681,-0.0030063
0.0062062,-0.034973
-0.0080262,-0.019794
-0.017345,-0.0058493
-0.02655,-0.016754
0.0075287,-0.010985
0.0028728,-0.013294
-0.027971,0.0034164
-0.00055167,0.0013051
0.0015393,-0.024475
0.014341,-0.002402
0.002049,-0.014735
-0.0014206,-0.018648
0.0021641,-0.0094521
0.012386,0.0064863
-0.0078148,-0.0023901
-0.063576,0.03584
-0.045868,0.057232
0.0094299,-0.0027495
0.0079889,-0.0060116
-0.0029766,0.060121
0.017014,-0.0010685
-0.022744,-0.010156
-0.003927,-0.0019209
-0.02394,-0.0039988
-0.0098349,-0.0074048
0.0082835,-0.0093877
-0.0049477,-0.0025697
0.0010592,0.020231
-0.00061994,-0.017987
0.015719,0.0079671
-0.08724,-0.14501
-0.0042949,0.0092202
0.011413,0.0022974
0.023111,0.0055383
0.032358,-0.03466
0.020777,0.0066267
-0.023244,-0.0085769
0.0018175,0.028835
-0.0016996,0.014408
-0.0043318,-0.033146
-0.017527,-0.0032162
0.0024094,-0.011901
-0.0039004,-0.0084891
0.0087595,-0.0068799
-0.0090357,-0.0020837
-0.016794,-0.039773
0.021822,-0.0071996
-0.0013195,-0.007082
-0.014797,-0.029184
-0.049576,-0.0072715
-0.040899,-0.0073903
-0.0061976,0.0055598
